Name,Identity,Type,Sex,Eye Color,Hair Color,Appearances,First Appearance,Studio
Elijah Cross,Earth-616,Bad,Male,Brown,Brown,4,1907,Marvel
Forget-Me-Not,Earth-616,Bad,Female,Purple,Purple,4,1907,Marvel
James Howlett,"Onslaught Reborn,Earth-616",Good,Male,Blue,Black,4,1907,Marvel
Julien Howe,Earth-616,Bad,Male,Brown,Black,4,1907,Marvel
Kid Twist,Earth-616,Bad,Male,Brown,Black,4,1907,Marvel
Ko-rel,Earth-616,Good,Female,Blue,White,4,1907,Marvel
Mirage,"Telepath,Earth-616",Neutral,Female,Green,Blond,4,1907,Marvel
Prima Donna,Earth-616,Good,Female,Brown,Black,4,1907,Marvel
Professor Cartwright,Earth-616,Bad,Male,Brown,White,4,1907,Marvel
Reed Richards,"Onslaught Reborn,Earth-616",Good,Male,Blue,Brown,4,1907,Marvel
Susan Storm,"Onslaught Reborn,Earth-616",Good,Female,Blue,Blond,4,1907,Marvel
Tank,"National Force,Earth-616",Bad,Male,Blue,Black,4,1907,Marvel
Thor Odinson,"Onslaught Reborn,Earth-616",Good,Male,Blue,Blond,4,1907,Marvel
Violet Lightner,Earth-616,Good,Female,Green,Purple,4,1907,Marvel
Wendell Volker,Earth-616,Bad,Male,Brown,Black,4,1907,Marvel
Barbara Morse,"Retro, Skrull,Earth-616",Bad,Female,Green,Blond,4,1908,Marvel
Daniel Sylva,Earth-616,Good,Male,Brown,Brown,4,1908,Marvel
Edie Eisenhardt,Earth-616,Good,Female,Blue,Auburn,4,1908,Marvel
Farida Hussain,Earth-616,Good,Female,Brown,Black,4,1908,Marvel
Furi Wamu,Earth-616,Good,Female,Blue,Brown,4,1908,Marvel
Hector Mu\u00f1oz,Earth-616,Good,Male,Brown,Brown,4,1908,Marvel
Marys Iosama,Earth-616,Good,Female,Brown,Brown,4,1908,Marvel
Revolutionary,"Skrull,Earth-616",Bad,Male,Green,No,4,1908,Marvel
Soulstriker,Earth-616,Bad,Male,Blue,Black,4,1908,Marvel
Tyro,Earth-616,Good,Male,Orange,No,4,1908,Marvel
Vincent Crane,Earth-616,Good,Male,Blue,Brown,4,1908,Marvel
Albrecht Kerfoot,Earth-616,Bad,Male,Black,Black,4,1909,Marvel
Conner Sims,Earth-616,Bad,Male,Brown,Brown,4,1909,Marvel
Hunter Stein,Earth-616,Bad,Male,Blue,Blond,4,1909,Marvel
Jenna Cole,Earth-616,Good,Female,Blue,White,4,1909,Marvel
John Adams,Earth-616,Good,Male,Brown,White,4,1909,Marvel
John Barnes,Earth-616,Good,Male,Brown,Brown,4,1909,Marvel
Rana Philips,Earth-616,Bad,Female,Yellow,Green,4,1909,Marvel
Ahmed Noor,Earth-616,Good,Male,Brown,Black,4,1910,Marvel
Annie,"Noh-Varr,Earth-616",Good,Female,Brown,Black,4,1910,Marvel
Ben Huth,Earth-616,Good,Male,Blue,Blond,4,1910,Marvel
Casey Kinmont,Earth-616,Good,Female,Black,Black,4,1910,Marvel
Corregidora,Earth-616,Bad,Female,Brown,Black,4,1910,Marvel
Keemia Alvarado,Earth-616,Neutral,Female,Black,Black,4,1910,Marvel
Luz,Earth-616,Neutral,Female,Blue,Blond,4,1910,Marvel
Mercedes Merced,Earth-616,Neutral,Female,Brown,Black,4,1910,Marvel
Mrs. Gwynn,Earth-616,Neutral,Female,Black,Pink,4,1910,Marvel
Oksana Sytsevich,Earth-616,Good,Female,Brown,Brown,4,1910,Marvel
Phanto,Earth-616,Bad,Male,Yellow,Red,4,1910,Marvel
Sigmund Fell,Earth-616,Bad,Male,Blue,Grey,4,1910,Marvel
Susan Morse,Earth-616,Neutral,Female,Blue,Blond,4,1910,Marvel
Todd Keller,Earth-616,Neutral,Male,Green,Blond,4,1910,Marvel
Ul-Uhar,Earth-616,Neutral,Male,Black,No,4,1910,Marvel
Will Stern,Earth-616,Good,Male,Brown,Brown,4,1910,Marvel
Alter Ego,Earth-616,Bad,Male,Yellow,No,4,1911,Marvel
Angela,"Dinu,Earth-616",Neutral,Female,Blue,Blond,4,1911,Marvel
Chain,"Legion Personality,Earth-616",Bad,Male,White,Black,4,1911,Marvel
Coulmier,Earth-616,Bad,Male,Blue,Black,4,1911,Marvel
Dieter Lehmann,Earth-616,Good,Male,Blue,Blond,4,1911,Marvel
Friendless,Earth-616,Bad,Male,Red,White,4,1911,Marvel
Gus Grim,Earth-616,Good,Male,Brown,Black,4,1911,Marvel
Hoss,Earth-616,Good,Male,Blue,Blond,4,1911,Marvel
Id,"Selfish Moon,Earth-616",Bad,Male,White,Grey,4,1911,Marvel
Klobok,Earth-616,Bad,Male,Green,No,4,1911,Marvel
Kuurth,Earth-616,Bad,Male,Orange,No,4,1911,Marvel
Linda Lewis,"Zombie Clone,Earth-616",Bad,Female,White,Blond,4,1911,Marvel
Macho Gomez,Earth-616,Bad,Male,Red,Black,4,1911,Marvel
Rococo,Earth-616,Bad,Female,Brown,Black,4,1911,Marvel
Time-Sink,"Legion Personality,Earth-616",Bad,Male,Grey,Black,4,1911,Marvel
Torran,Earth-616,Good,Male,Blue,Bald,4,1911,Marvel
Azuma G\u014dda,Earth-616,Bad,Male,Green,Black,4,1912,Marvel
Darlene Wright,Earth-616,Neutral,Female,Green,Red,4,1912,Marvel
David Michael Gray,Earth-616,Bad,Male,Brown,Brown,4,1912,Marvel
Dennis Wells,Earth-616,Good,Male,Brown,Brown,4,1912,Marvel
Evangelist,Earth-616,Bad,Male,Black,White,4,1912,Marvel
Fongji Wu,Earth-616,Good,Female,Green,Red,4,1912,Marvel
Forrest Goldendawn,Earth-616,Neutral,Male,Blue,Brown,4,1912,Marvel
Frederick Dukes,"Clone,Earth-616",Bad,Male,Brown,Bald,4,1912,Marvel
Gullveig,Earth-616,Good,Female,Blue,Blond,4,1912,Marvel
Jake,"Mutant,Earth-616",Good,Male,Blue,Red,4,1912,Marvel
Living Wind,Earth-616,Bad,Male,Yellow,Brown,4,1912,Marvel
Lyle Doorne,Earth-616,Bad,Male,Red,No,4,1912,Marvel
Remus,Earth-616,Good,Female,Red,Red,4,1912,Marvel
Savage,Earth-616,Good,Male,Black,No,4,1912,Marvel
Soldier One,Earth-616,Good,Male,Hazel,Green,4,1912,Marvel
Tolor,Earth-616,Good,Male,Blue,White,4,1912,Marvel
Weather Witch,Earth-616,Good,Female,Black,Black,4,1912,Marvel
Esmeralda Lobo,Earth-616,Bad,Female,Blue,Black,4,1913,Marvel
Miss Coriander,Earth-616,Bad,Female,Brown,Black,4,1913,Marvel
Nina Ambrose,Earth-616,Neutral,Female,Blue,Blond,4,1913,Marvel
Ken Masters,Earth-616,Good,Male,Brown,Brown,3,1939,Marvel
Barnabus Mullen,Earth-616,Good,Male,Blue,Bald,3,1940,Marvel
Dale Sturm,Earth-616,Good,Male,Brown,Brown,3,1940,Marvel
David Dean,Earth-616,Good,Male,Brown,Red,3,1940,Marvel
Donovan Gorman,Earth-616,Good,Male,Green,Brown,3,1940,Marvel
Doyle Denton,Earth-616,Good,Male,Brown,Brown,3,1940,Marvel
Zombie Master,Earth-616,Bad,Male,Green,Grey,3,1940,Marvel
Martin Oksner Burns,Earth-616,Good,Male,Blue,Blond,3,1943,Marvel
Blaze,"Dog,Earth-616",Good,Male,Brown,Gold,3,1949,Marvel
Bombu,Earth-616,Bad,Male,Black,Orange,3,1960,Marvel
Anne Benson,Earth-616,Neutral,Female,Blue,Blond,3,1961,Marvel
Mocuepa Tlalticpactli,Earth-616,Bad,Male,Brown,Black,3,1961,Marvel
Baxter Bigelow,Earth-616,Good,Male,Blue,White,3,1962,Marvel
Mary Brown,"Silver Age,Earth-616",Good,Female,Green,Brown,3,1962,Marvel
Hatap,Earth-616,Bad,Male,Brown,Black,3,1963,Marvel
Bull,"Criminal,Earth-616",Bad,Male,Brown,Brown,3,1964,Marvel
Jules Bergen,Earth-616,Bad,Male,Brown,Black,3,1964,Marvel
Wrogg,Earth-616,Bad,Male,Blue,Green,3,1964,Marvel
Madame Macabre,Earth-616,Bad,Female,Brown,Black,3,1965,Marvel
Gnome,"Scientist,Earth-616",Bad,Male,Green,Black,3,1967,Marvel
Replica Model X-3,Earth-616,Bad,Male,Green,No,3,1967,Marvel
Greer,Earth-616,Neutral,Female,Blue,Brown,3,1968,Marvel
Charles Gray,Earth-616,Bad,Male,Brown,Brown,3,1969,Marvel
Daydra,Earth-616,Good,Female,Grey,Black,3,1969,Marvel
Mei Ling,Earth-616,Good,Female,Brown,Black,3,1969,Marvel
Ulysses Abboud,Earth-616,Bad,Male,Brown,No,3,1969,Marvel
Top Man,Earth-616,Bad,Male,Black,Black,3,1970,Marvel
Inheritor,Earth-616,Bad,Male,Black,No,3,1972,Marvel
Marlene Blackgar,Earth-616,Bad,Female,White,Brown,3,1972,Marvel
Otto Kronsteig,Earth-616,Bad,Male,Blue,Bald,3,1972,Marvel
Shirlee Bryant,Earth-616,Bad,Female,Blue,Blond,3,1972,Marvel
William Nelson,Earth-616,Good,Male,Blue,Brown,3,1972,Marvel
Alejandro Cortez,Earth-616,Bad,Male,Brown,Black,3,1973,Marvel
Marguerita,Earth-616,Bad,Female,Blue,White,3,1973,Marvel
Skragg,Earth-616,Bad,Male,Green,No,3,1973,Marvel
Vanessa Brooks,Earth-616,Neutral,Female,Brown,Black,3,1973,Marvel
Brian Lazarus,Earth-616,Neutral,Male,Blue,Blond,3,1974,Marvel
Crackerjack Jackson,Earth-616,Good,Male,Brown,Bald,3,1974,Marvel
Grigory Russoff,Earth-616,Neutral,Male,Brown,Black,3,1974,Marvel
Ivan,"Frankenstein,Earth-616",Bad,Male,Black,Black,3,1974,Marvel
Sombre,Earth-616,Bad,Male,Brown,Black,3,1974,Marvel
Zannarth,Earth-616,Bad,Male,Yellow,Black,3,1974,Marvel
Daniel Madrox,Earth-616,Good,Male,Blue,Brown,3,1975,Marvel
Joan Madrox,Earth-616,Good,Female,Blue,Brown,3,1975,Marvel
Judith Klemmer,Earth-616,Good,Female,Blue,Blond,3,1975,Marvel
Kthara,Earth-616,Bad,Female,Red,No,3,1975,Marvel
Madam Slay,Earth-616,Bad,Female,Brown,Black,3,1975,Marvel
Maria Russoff,Earth-616,Neutral,Female,Blue,Red,3,1975,Marvel
Mortak,Earth-616,Bad,Male,Brown,Brown,3,1975,Marvel
Ogun Strong,Earth-616,Good,Male,Brown,Black,3,1975,Marvel
Orji Jones,Earth-616,Good,Male,Brown,Black,3,1975,Marvel
Big Brother,Earth-616,Bad,Male,Brown,Black,3,1976,Marvel
Celia Jackson,Earth-616,Good,Female,Brown,Black,3,1976,Marvel
Jaard,Earth-616,Neutral,Male,Gold,Gold,3,1976,Marvel
Randy Tate,Earth-616,Bad,Female,Blue,Blond,3,1976,Marvel
Regina Clayborne,Earth-616,Good,Female,Brown,Black,3,1976,Marvel
Biljo White,Earth-616,Good,Male,Blue,Blond,3,1977,Marvel
Kenneth Sturdy,Earth-616,Bad,Male,Black,Grey,3,1977,Marvel
Arabella Jones,Earth-616,Good,Female,Green,Red,3,1978,Marvel
Steven Danvers,Earth-616,Neutral,Male,Blue,Brown,3,1978,Marvel
Val Adair,Earth-616,Bad,Male,Brown,Black,3,1978,Marvel
Skrull-X,Earth-616,Bad,Male,Red,No,3,1979,Marvel
Uranus Bliss,Earth-616,Neutral,Female,Brown,Brown,3,1979,Marvel
Aaron Soames,Earth-616,Bad,Male,Blue,White,3,1980,Marvel
John Ehrmann,Earth-616,Good,Male,Brown,Brown,3,1980,Marvel
Ray-na,Earth-616,Good,Female,Blue,Black,3,1980,Marvel
Yahweh,Earth-616,Neutral,Male,Variable,Variable,3,1980,Marvel
Aquon,"Microverse,Earth-616",Good,Male,Brown,Brown,3,1981,Marvel
Berserker,"Primitive,Earth-616",Bad,Male,Green,Brown,3,1981,Marvel
Ira Gross,Earth-616,Good,Male,Blue,Brown,3,1981,Marvel
Mia Carrera,Earth-616,Good,Female,Blue,Black,3,1981,Marvel
William McLaughlin,Earth-616,Bad,Male,Brown,Brown,3,1981,Marvel
William Scott,Earth-616,Bad,Male,Blue,Black,3,1981,Marvel
Alcmena,Earth-616,Good,Female,Brown,Brown,3,1982,Marvel
Atra,Earth-616,Bad,Male,Blue,Bald,3,1982,Marvel
Blackthorn,Earth-616,Neutral,Male,Violet,No,3,1982,Marvel
Mehemet Faoul,Earth-616,Good,Male,Brown,Black,3,1982,Marvel
Alhambra,Earth-616,Good,Female,Blue,Blond,3,1983,Marvel
Andy,"Angel,Earth-616",Good,Male,Blue,White,3,1983,Marvel
Brokk,"Dwarf,Earth-616",Good,Male,Brown,Bald,3,1983,Marvel
Drake Previn,Earth-616,Neutral,Male,Blue,Black,3,1983,Marvel
Elsie Grimm,Earth-616,Neutral,Female,Brown,Brown,3,1983,Marvel
Jason Stryker,Earth-616,Bad,Male,Black,Black,3,1983,Marvel
Locksmith,Earth-616,Bad,Male,Black,Black,3,1983,Marvel
Lucas Jackson,Earth-616,Good,Male,Yellow,No,3,1983,Marvel
Anzhela Federova,Earth-616,Bad,Female,Blue,Black,3,1984,Marvel
Neil Donaldson,Earth-616,Bad,Male,Brown,Brown,3,1984,Marvel
Peter Brand,Earth-616,Bad,Male,Blue,Black,3,1984,Marvel
Proteus,"Atlantean Shapeshifter,Earth-616",Bad,Male,Blue,Black,3,1984,Marvel
Stanley George Johnson,Earth-616,Neutral,Male,Blue,Brown,3,1984,Marvel
Tim Harrison,Earth-616,Good,Male,Brown,Brown,3,1984,Marvel
Holly-Ann Ember,Earth-616,Good,Female,Blue,Blond,3,1985,Marvel
Le Loup,Earth-616,Bad,Male,Black,Black,3,1985,Marvel
Ray Carter,Earth-616,Bad,Male,Yellow,Blond,3,1986,Marvel
Horde,Earth-616,Bad,Male,Blue,Orange,3,1987,Marvel
Maeve Rourke,Earth-616,Good,Female,Green,Red,3,1987,Marvel
Sandy Vincent,Earth-616,Bad,Female,Blue,Blond,3,1987,Marvel
Doctor Stack,Earth-616,Bad,Male,Brown,Brown,3,1988,Marvel
Fruitbagel,Earth-616,Neutral,Female,Blue,White,3,1988,Marvel
Katos,Earth-616,Neutral,Male,Red,No,3,1988,Marvel
Myla,"Pangorian,Earth-616",Good,Female,Blue,Blond,3,1988,Marvel
Bermuda Schwartz,Earth-616,Good,Female,Brown,Black,3,1989,Marvel
Cloot,Earth-616,Bad,Male,Red,White,3,1989,Marvel
Edward Cross,Earth-616,Bad,Male,Blue,Bald,3,1989,Marvel
Lemuel McPhee,Earth-616,Good,Male,Brown,Bald,3,1989,Marvel
Marked Man,Earth-616,Bad,Male,Green,Brown,3,1989,Marvel
Florence Sharples,Earth-616,Bad,Female,Green,Blond,3,1990,Marvel
Malcolm Knight,Earth-616,Bad,Male,Blue,Blond,3,1990,Marvel
Mole,"Morlock,Earth-616",Good,Male,Red,Black,3,1990,Marvel
Pete Zamora,Earth-616,Good,Male,Brown,Black,3,1990,Marvel
Solomon Prey,Earth-616,Bad,Male,Red,Bald,3,1990,Marvel
Thomas Fogg,Earth-616,Bad,Male,Blue,Grey,3,1990,Marvel
Zeaklar Belgewater,Earth-616,Good,Male,Red,White,3,1990,Marvel
Blitzkrieg,"Nazi,Earth-616",Bad,Male,White,White,3,1991,Marvel
Cynthia Chalmers,Earth-616,Neutral,Female,Blue,Blond,3,1991,Marvel
Dagny Forrester,Earth-616,Bad,Female,Green,Brown,3,1991,Marvel
Glakandar,Earth-616,Good,Male,White,No,3,1991,Marvel
Max Meer,Earth-616,Neutral,Male,Blue,Blond,3,1991,Marvel
Michi Sasaki,Earth-616,Neutral,Female,White,Blond,3,1991,Marvel
Powerhouse,"Mutant,Earth-616",Bad,Female,Brown,Black,3,1991,Marvel
Raza Longknife,"War Skrull,Earth-616",Bad,Male,One Eye,Orange,3,1991,Marvel
Terraxia,Earth-616,Neutral,Female,Black,Black,3,1991,Marvel
Veil,"Desert Sword,Earth-616",Bad,Female,Brown,Black,3,1991,Marvel
Anna,Earth-616,Good,Female,Blue,Blond,3,1992,Marvel
Big,Earth-616,Bad,Male,White,Brown,3,1992,Marvel
Curtis Vogel,Earth-616,Bad,Male,Brown,Black,3,1992,Marvel
Esther Lucas,Earth-616,Neutral,Female,Brown,Black,3,1992,Marvel
Fionna Wyman,Earth-616,Bad,Female,Brown,Black,3,1992,Marvel
Jarno Sprague,Earth-616,Bad,Male,Green,Strawberry Blond,3,1992,Marvel
Sha-Har-A-Zath,Earth-616,Bad,Female,Blue,Blue,3,1992,Marvel
Sumner Beckwith,Earth-616,Bad,Male,Blue,Black,3,1992,Marvel
Violet Pinkerton,Earth-616,Bad,Female,Blue,Blond,3,1992,Marvel
Vision,"Doppelganger,Earth-616",Bad,Male,Red,No,3,1992,Marvel
Wild One,Earth-616,Bad,Male,Variable,Black,3,1992,Marvel
Andrew Prentiss,Earth-616,Good,Male,Blue,Brown,3,1993,Marvel
Ariel Tremmore,Earth-616,Bad,Female,Blue,Brown,3,1993,Marvel
Atrocity,Earth-616,Bad,Male,Brown,Brown,3,1993,Marvel
Daniel Jones,Earth-616,Good,Male,Brown,Brown,3,1993,Marvel
Eris,Earth-616,Bad,Female,Blue,Blond,3,1993,Marvel
Gale Patric,Earth-616,Good,Female,Green,Blond,3,1993,Marvel
Gary Wilton," Jr.,Earth-616",Neutral,Male,Black,No,3,1993,Marvel
Manitou,Earth-616,Bad,Male,White,No,3,1993,Marvel
Michelle Balters,Earth-616,Neutral,Female,Purple,Black,3,1993,Marvel
Mona St. Croix,Earth-616,Good,Female,Brown,Black,3,1993,Marvel
Oak,Earth-616,Neutral,Male,White,No,3,1993,Marvel
Osamu Moroboshi,Earth-616,Bad,Male,Brown,Brown,3,1993,Marvel
Tania,Earth-616,Good,Female,Black,Black,3,1993,Marvel
Victoria Creed,Earth-616,Neutral,Female,Blue,Brown,3,1993,Marvel
88,Earth-616,Bad,Male,Blue,Blond,3,1994,Marvel
Abysss,Earth-616,Bad,Male,White,No,3,1994,Marvel
Archer Bryce,Earth-616,Neutral,Male,Black,Black,3,1994,Marvel
David Christopher Bank,Earth-616,Good,Male,Brown,Brown,3,1994,Marvel
Kalum Lo,Earth-616,Bad,Male,Brown,Black,3,1994,Marvel
Karima,Earth-616,Neutral,Female,Black,Black,3,1994,Marvel
Latisha Arnold,Earth-616,Bad,Male,Brown,Black,3,1994,Marvel
Pelops,Earth-616,Good,Male,Yellow,White,3,1994,Marvel
Schizo,Earth-616,Bad,Female,Red,Green,3,1994,Marvel
Shinar,Earth-616,Bad,Male,Green,No,3,1994,Marvel
Toxin,"Underground Legion,Earth-616",Good,Male,Green,No,3,1994,Marvel
Vlad Dracula,"Bloodstorm One,Earth-616",Bad,Male,Red,Brown,3,1994,Marvel
Elias Flynn,Earth-616,Bad,Male,Hazel,White,3,1995,Marvel
Fred Mercury,Earth-616,Bad,Male,White,Black,3,1995,Marvel
Hokk Algol,Earth-616,Bad,Male,Green,Black,3,1995,Marvel
Laslo Magzel,Earth-616,Bad,Male,Brown,Black,3,1995,Marvel
Peter Parker,"Guardian,Earth-616",Bad,Male,Hazel,Brown,3,1995,Marvel
Skye,Earth-616,Good,Female,Blue,Blond,3,1995,Marvel
Slorioth,Earth-616,Bad,Male,Orange,No,3,1995,Marvel
Willie Walkaway,Earth-616,Good,Male,Brown,Black,3,1995,Marvel
Ahmbra,Earth-616,Good,Female,Blue,Blond,3,1996,Marvel
Jack Cole,Earth-616,Bad,Male,Black,Blond,3,1996,Marvel
Kimora,Earth-616,Bad,Male,Brown,Black,3,1996,Marvel
Oscar Stamp,Earth-616,Bad,Male,Black,Black,3,1996,Marvel
Victor Ludwig,Earth-616,Bad,Male,Red,Blond,3,1996,Marvel
Watts,Earth-616,Neutral,Female,Black,Black,3,1996,Marvel
Zenna,Earth-616,Good,Female,Blue,Blond,3,1996,Marvel
American Samurai,Earth-616,Bad,Male,White,White,3,1997,Marvel
Cole Chase,Earth-616,Neutral,Male,Blue,Black,3,1997,Marvel
Dimitri Fortunov,Earth-616,Good,Male,Brown,Red,3,1997,Marvel
Dismember,Earth-616,Bad,Male,Yellow,No,3,1997,Marvel
Edmond Atkinson,Earth-616,Good,Male,Brown,Black,3,1997,Marvel
Gummi,Earth-616,Good,Female,Green,Black,3,1997,Marvel
Haus,Earth-616,Good,Male,Blue,Brown,3,1997,Marvel
Sabu,Earth-616,Good,Male,Brown,Brown,3,1997,Marvel
Vessila,Earth-616,Good,Female,Blue,Blond,3,1997,Marvel
Addison Falk,Earth-616,Bad,Male,Green,Red,3,1998,Marvel
Lee Broder,Earth-616,Bad,Male,Blue,Blond,3,1998,Marvel
Marcus Arlington III,Earth-616,Good,Male,Black,Brown,3,1998,Marvel
Rapture,"Sister Joy,Earth-616",Bad,Female,Red,Red,3,1998,Marvel
Roberta,Earth-982,Good,Female,Blue,Blond,3,1998,Marvel
Saint Cyrus Leviticus,Earth-616,Bad,Male,Yellow,White,3,1998,Marvel
Alasdhair Kinross,Earth-616,Neutral,Male,Brown,Brown,3,1999,Marvel
Armageddon Man,Earth-616,Neutral,Male,White,Bald,3,1999,Marvel
Harley Traynor,Earth-616,Bad,Male,Brown,Black,3,1999,Marvel
Marion Sofen,Earth-616,Neutral,Female,Blue,Blond,3,1999,Marvel
Reno,"France,Earth-616",Good,Male,Black,Black,3,1999,Marvel
Thomas Philip Moreau,Earth-616,Neutral,Male,Brown,Bald,3,1999,Marvel
Belize Marceaux,Earth-616,Neutral,Male,Brown,Blond,3,1900,Marvel
Cache,Earth-616,Bad,Male,White,No,3,1900,Marvel
Mzungu,Earth-616,Bad,Male,Black,Bald,3,1900,Marvel
Pentigaar,Earth-616,Bad,Male,White,No,3,1900,Marvel
Rand,Earth-616,Good,Male,Blue,Blond,3,1900,Marvel
Rouler Marceaux,Earth-616,Neutral,Male,Brown,Brown,3,1900,Marvel
Ten-Thirtifor,Earth-616,Bad,Male,Red,No,3,1900,Marvel
William Knoblach,Earth-616,Neutral,Male,White,Bald,3,1900,Marvel
Yoshida,"Gauntlet member,Earth-616",Bad,Female,Black,Black,3,1900,Marvel
Burstarr,Earth-616,Bad,Male,Red,Grey,3,1901,Marvel
Callie,"James puppy,Earth-616",Good,Male,Brown,Brown,3,1901,Marvel
Dulpus,Earth-616,Bad,Male,Red,No,3,1901,Marvel
Gina Anderson,Earth-616,Bad,Female,Blue,Blond,3,1901,Marvel
Katie Sawyer,Earth-616,Good,Female,Green,Brown,3,1901,Marvel
Mickey Tork,Earth-616,Good,Male,White,Variable,3,1901,Marvel
Tom Morgan,Earth-616,Bad,Male,Black,Black,3,1901,Marvel
Gabriel,"Angel,Earth-616",Good,Male,Blue,Blond,3,1902,Marvel
Gary Walsh,Earth-616,Good,Male,Brown,Brown,3,1902,Marvel
Jeffrey Holloway,Earth-616,Bad,Male,Grey,Blond,3,1902,Marvel
Jesse Metuchen,Earth-616,Good,Male,Brown,Brown,3,1902,Marvel
Neosaurus,Earth-616,Neutral,Male,Yellow,Bald,3,1902,Marvel
Overkill,"O-Force,Earth-616",Good,Male,Blue,Black,3,1902,Marvel
Pyotr Vasilievich Starkovsky,Earth-616,Good,Male,White,Brown,3,1902,Marvel
Skullbuster,"female Reaver,Earth-616",Bad,Female,Red,Black,3,1902,Marvel
Sondra Burgos,Earth-616,Good,Female,Brown,Auburn,3,1902,Marvel
Brad Bentley,Earth-616,Bad,Male,Brown,Brown,3,1903,Marvel
Damon Larsen,Earth-616,Bad,Male,Brown,Bald,3,1903,Marvel
Edward Brecker,Earth-616,Bad,Male,Green,White,3,1903,Marvel
Erik Lonnroth,Earth-616,Neutral,Male,Green,Red,3,1903,Marvel
Evangelina Rivera,Earth-616,Neutral,Female,Brown,Black,3,1903,Marvel
Jen Baker,Earth-616,Neutral,Male,Blue,Blond,3,1903,Marvel
Larry Pitts,Earth-616,Good,Male,Brown,Bald,3,1903,Marvel
Marylin,"Mutant,Earth-616",Good,Female,Brown,Brown,3,1903,Marvel
Prudence Leighton,Earth-616,Neutral,Female,Blue,Blond,3,1903,Marvel
Razorhead,Earth-616,Bad,Male,Yellow,Black,3,1903,Marvel
Shiva Nataraja,Earth-616,Good,Male,Violet,Black,3,1903,Marvel
Zebra Daddy,Earth-616,Bad,Male,Brown,Brown,3,1903,Marvel
Appraiser,Earth-616,Bad,Female,Brown,Pink,3,1904,Marvel
Carrie,Earth-616,Good,Female,Green,Grey,3,1904,Marvel
Clarence Ward,Earth-616,Bad,Male,Brown,Bald,3,1904,Marvel
Daniel Jermain,Earth-616,Neutral,Male,Green,Red,3,1904,Marvel
Fukuko,Earth-616,Good,Female,Black,Black,3,1904,Marvel
Ichiro,Earth-616,Good,Male,Black,Black,3,1904,Marvel
Jean-Claude Lauziere,Earth-616,Neutral,Male,Brown,Brown,3,1904,Marvel
Joey Chambers,Earth-616,Neutral,Male,Black,Black,3,1904,Marvel
Lefty,Earth-616,Good,Female,Brown,Brown,3,1904,Marvel
Luc,Earth-616,Good,Male,White,Brown,3,1904,Marvel
Stringer,Earth-616,Neutral,Male,Brown,Brown,3,1904,Marvel
Tarquin Berdeaux,Earth-616,Neutral,Male,Green,Brown,3,1904,Marvel
Tess Black,Earth-616,Neutral,Female,Blue,Black,3,1904,Marvel
Zelda,"District X,Earth-616",Bad,Female,Green,Blond,3,1904,Marvel
Abu-Jamal Rodriguez,Earth-616,Bad,Male,Brown,Black,3,1905,Marvel
Book,"Annika,Earth-616",Good,Female,Blue,Blond,3,1905,Marvel
Halphas,Earth-616,Bad,Male,Red,Brown,3,1905,Marvel
Jean Bradley,Earth-616,Neutral,Female,Brown,Blond,3,1905,Marvel
Jono Baraka,Earth-616,Good,Male,Brown,Black,3,1905,Marvel
Lars Branco,Earth-616,Bad,Male,Blue,Blond,3,1905,Marvel
Martha Gomes,Earth-616,Bad,Female,Green,Blond,3,1905,Marvel
Njeri Damphousse,Earth-616,Bad,Female,Brown,Black,3,1905,Marvel
Av-Rom,Earth-616,Neutral,Male,Black,Black,3,1906,Marvel
Damian Tryp Jr.,Earth-616,Neutral,Male,Brown,Brown,3,1906,Marvel
Dennis Kellard,Earth-616,Bad,Male,Blue,White,3,1906,Marvel
Extirpia,Earth-616,Bad,Female,Green,No,3,1906,Marvel
First Fallen,Earth-616,Bad,Male,Variable,No,3,1906,Marvel
Gloria Santiago,Earth-616,Neutral,Female,Brown,Brown,3,1906,Marvel
Hawal,Earth-616,Bad,Male,Green,No,3,1906,Marvel
Jack Vaughn,Earth-616,Bad,Male,Blue,Brown,3,1906,Marvel
James Madrox,"The X-Factor,Earth-616",Bad,Male,Green,Brown,3,1906,Marvel
Jasper Angevine,Earth-616,Good,Male,Black,Black,3,1906,Marvel
Mr. Munroe,Earth-616,Good,Male,Brown,Bald,3,1906,Marvel
One-Eyed Jacquie,Earth-616,Good,Female,Blue,Blond,3,1906,Marvel
Philadelphia Filly,Earth-616,Good,Female,Green,Brown,3,1906,Marvel
Provost,Earth-616,Bad,Male,Blue,Bald,3,1906,Marvel
Pusher Man,Earth-616,Bad,Male,Blue,Brown,3,1906,Marvel
Agent Carver,Earth-616,Good,Female,Brown,Black,3,1907,Marvel
Black Maria,Earth-616,Neutral,Female,White,Black,3,1907,Marvel
Deimne,Earth-616,Good,Male,White,Brown,3,1907,Marvel
Desidera,Earth-616,Good,Female,Black,Blond,3,1907,Marvel
Draconis,Earth-616,Bad,Male,Yellow,Black,3,1907,Marvel
George Pelham,Earth-616,Neutral,Male,Black,Grey,3,1907,Marvel
Joe,"National Force,Earth-616",Bad,Male,Blue,Blond,3,1907,Marvel
Mortimer Grimsdale,Earth-616,Bad,Male,Green,No,3,1907,Marvel
Namor McKenzie,"Onslaught Reborn,Earth-616",Good,Male,Green,Black,3,1907,Marvel
Robert Bruce Banner,"Onslaught Reborn,Earth-616",Good,Male,Red,Black,3,1907,Marvel
